0,0,,,
1,0,,,
2,0,,,
3,0,,,
3,0,,,Column 1
5,0,,Mean,5.5
5,0,,Standard Deviation,1.908147175
5,0,,Mode,5
5,1,,,
5,1,,Pvalue,1.00092E-08
5,1,,Tstat,6.414414845
5,2,,,
5,2,,,
5,3,,,
5,3,,,
5,3,,,
5,3,,,
5,3,,,
5,3,,,
5,3,,,
5,3,,,
5,3,,,
6,3,,,
6,3,,,
6,3,,,
6,3,,,
6,4,,,
6,4,,,
6,4,,,
7,4,,,
7,4,,,
7,4,,,
7,5,,,
7,5,,,
7,5,,,
7,5,,,
8,5,,,
8,5,,,
9,5,,,
10,7,,,
